eventid,ccode,id,countryname,startdate,enddate,stday,stmo,styr,endday,endmo,endyr,duration,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,GISlocnum,issue1,issue2,issue3,issuenote,nsource,acdquestionable,notes,coder,latitude,longitude,geo_comments,location_precision
910122,91,122,Honduras,29-Nov-09,30-Nov-09,29,11,2009,30,11,2009,2,2,0,Pro-Zelaya protesters,,,Military,,1,0,3,0,1,San Pedro Sula; Tegucigalpa,San Pedro Sula,1,4,4,1,10,,Police fire tear gas and water at pro-Zelaya demonstrators who are protesting post-coup elections.,Both,0,,CL,15.5,-88.03333,,
910123,91,123,Honduras,8-Dec-09,8-Dec-09,8,12,2009,8,12,2009,1,8,0,Unknown gunmen,,,Director of the Office for Combatting Drug Trafficking,,1,0,-99,1,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,Unknown gunmen assassinate the country's chief anti-drug official.,AP,0,,CL,14.08333,-87.21667,,
910124,91,124,Honduras,9-Dec-09,9-Dec-09,9,12,2009,9,12,2009,1,9,0,Unknown gunmen,,,Gay-rights activist,,0,0,-99,1,0,Tegucigalpa,Tegucigalpa,1,1,1,10,,,Gunmen assassinate a gay activist who participated in the anti-coup protests.,AP,0,,CL,14.08333,-87.21667,,
910125,91,125,Honduras,15-Dec-10,15-Dec-10,15,12,2010,15,12,2010,1,9,0,Unknown gunmen,,,Journalist,,0,0,-99,1,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,Gunmen attempt to assassinate a journalist.  The journalist's 16 year old daughter is killed instead.,AP,0,,CL,14.08333,-87.21667,,
910126,91,126,Honduras,25-Feb-10,25-Feb-10,25,2,2010,25,2,2010,1,2,0,Pro-Zelaya protesters,,,Government,,1,0,4,0,0,Tegucigalpa,Tegucigalpa,1,1,1,10,,,"Thousands of pro-Zelaya protesters take the streets for the first time since Honduras' new, post-coup president was inaugurated.",AFP,0,,CL,14.08333,-87.21667,,
910127,91,127,Honduras,1-Mar-10,1-Mar-10,1,3,2010,1,3,2010,1,9,0,Unknown gunmen,,,Journalist,,0,0,-99,1,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,Gunmen assassinate a journalist.,AP,0,,CL,14.08333,-87.21667,,
910128,91,128,Honduras,11-Mar-10,11-Mar-10,11,3,2010,11,3,2010,1,9,0,Unknown gunmen,,,Journalist,,0,0,-99,1,0,La Ceiba,La Ceiba,1,2,2,14,,,A journalist is ambushed and killed.,AP,0,,CL,15.76667,-86.83334,,
910129,91,129,Honduras,14-Mar-10,14-Mar-10,14,3,2010,14,3,2010,1,9,0,Unknown gunmen,,,Journalist,,0,0,-99,1,0,Tocoa,Tocoa,1,3,3,14,,,A journalist is murdered as he drives home.,AP,0,,CL,15.65764,-85.99685,,
910130,91,130,Honduras,15-Mar-10,15-Mar-10,15,3,2010,15,3,2010,1,2,0,Journalists,,,Murderers,,0,0,2,0,0,San Pedro Sula,San Pedro Sula,1,2,2,13,,,Dozens of journalists protest after one their colleagues is murdered.,AP,0,,CL,15.5,-88.03333,,
910131,91,131,Honduras,26-Mar-10,26-Mar-10,26,3,2010,26,3,2010,1,9,0,Unknown gunmen,,,Journalists,,0,0,-99,2,0,Olancho province,Olancho province,1,6,6,14,,,Two journalists are gunned down.,AP,0,,CL,14.80674,-85.76666,,
910132,91,132,Honduras,10-Apr-10,10-Apr-10,10,4,2010,10,4,2010,1,9,0,Mara Salvatrucha (MS-13),,,Mara 18,,0,0,-99,9,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,Rival gangs battle.,AP,0,,CL,14.08333,-87.21667,,
910133,91,133,Honduras,20-Apr-10,20-Apr-10,20,4,2010,20,4,2010,1,9,0,Unknown gunmen,,,Journalist,,0,0,-99,1,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,"A journalist is murdered outside a TV station, he is the 6th such journalist killed this year.",AP,0,,CL,14.08333,-87.21667,,
910134,91,134,Honduras,15-Jun-10,15-Jun-10,15,6,2010,15,6,2010,1,9,0,Unknown gunmen,,,Journalist,,0,0,-99,1,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,"A pro-coup journalist is killed outside a TV station.  He is the 50th journalist, lawyer, or businessman killed in the last two years.",AP,0,,CL,14.08333,-87.21667,,
910135,91,135,Honduras,28-Jun-10,28-Jun-10,28,6,2010,28,6,2010,1,2,0,Pro-Zelaya protesters,,,Government,,1,0,4,0,0,Tegucigalpa,Tegucigalpa,1,1,1,10,,,Protesters mark the one year anniversary of the coup.,AFP,0,,CL,14.08333,-87.21667,,
910136,91,136,Honduras,7-Sep-10,7-Sep-10,7,9,2010,7,9,2010,1,9,0,Street gang,,,Civilians,,0,0,1,18,0,San Pedro Sula,San Pedro Sula,1,2,2,12,13,,Men armed with assault rifles burst into a shoe factory and open fire.  The massacre is blamed on gang rivalry over territory and drug trading.,Both,0,,CL,15.5,-88.03333,,
910137,91,137,Honduras,7-Sep-10,7-Sep-10,7,9,2010,7,9,2010,1,2,0,Pro-Zelaya protesters,Union workers,Students,Government,,1,0,4,0,0,Tegucigalpa,Tegucigalpa,1,1,1,10,2,,Pro-Zelaya protesters call for the ousted president's return and a 15pct wage hike.,AP,0,,CL,14.08333,-87.21667,,
910138,91,138,Honduras,25-Sep-10,25-Sep-10,25,9,2010,25,9,2010,1,8,0,Street gang leader,,,Government,,1,0,1,1,0,San Pedro Sula,San Pedro Sula,1,2,2,13,,,"Police forces attempt to arrest a street gang leader suspected of leading the 9/7/2010 massacre.  A gunfight erupts, and the gang leader is killed.",AP,0,,CL,15.5,-88.03333,,
910139,91,139,Honduras,30-Oct-10,30-Oct-10,30,10,2010,30,10,2010,1,9,0,Mara 18,,,Rival gang,,0,0,1,14,0,San Pedro Sula,San Pedro Sula,1,2,2,12,13,,A battle for gang territory occurs.  14 are massacred on a football field.,AP,0,,CL,15.5,-88.03333,,
910140,91,140,Honduras,6-Jan-11,6-Jan-11,6,1,2011,6,1,2011,1,9,0,Suspected gang members,,,Civilians,,0,0,-99,8,0,Catacamas,Catacamas,1,3,3,12,,,Gunmen attack a bus in a failed robbery.,Both,0,,CL,14.84372,-85.87933,,
910141,91,141,Honduras,7-Mar-11,1-Apr-11,7,3,2011,1,4,2011,26,6,3,Federation of Teaching Organizations of Honduras,Pro-Zelaya protesters,,Government,,1,0,5,1,2,Nationwide,Nationwide,1,7,7,7,10,2,"Pro-Zelaya protesters and teachers strike, demanding Zelaya's return and protesting a law decentralizing education.  Zelaya had promised the teachers a pay-raise, but that was canceled after the coup.  Violent riots occur on the 16th.",Both,0,,CL,15,-86.5,,
910142,91,142,Honduras,14-Aug-11,14-Aug-11,14,8,2011,14,8,2011,1,9,0,Peasants,,,Randers,,0,0,3,11,0,Paso del Aguan ranch,Paso del Aguan ranch,1,3,3,12,,,300 peasants armed with machetes and automatic rifles try to take over a ranch.,AP,0,The ranch is in the Aguan valley in Honduras' northern state of Colon.,CL,15.46667,-86.6,Location assigned to the Aguan River Valley,no
910143,91,143,Honduras,7-Sep-11,7-Sep-11,7,9,2011,7,9,2011,1,9,0,Unknown gunmen,,,Political activist,,0,0,-99,1,0,Tegucigalpa,Tegucigalpa,1,1,1,10,,,A well known pro-Zelaya activist is assassinated.,Both,0,,CL,14.08333,-87.21667,,
910144,91,144,Honduras,17-Sep-11,17-Sep-11,17,9,2011,17,9,2011,1,8,0,Guerrillas,,,Soldiers,,1,0,-99,1,0,Aguan region,Aguan region,1,6,6,12,,,Guerrillas ambush soldiers and police in an area wracked with land disputes.,AFP,0,,CL,15.46667,-86.6,,
910145,91,145,Honduras,15-Oct-11,15-Oct-11,15,10,2011,15,10,2011,1,9,0,Unknown gunmen,,,Civilians,,0,0,1,6,0,San Pedro Sula,San Pedro Sula,1,2,2,14,,,Gunmen open fire on four luxury SUVs as they leave the airport.,Both,0,,CL,15.5,-88.03333,,
910146,91,146,Honduras,6-Dec-11,6-Dec-11,6,12,2011,6,12,2011,1,9,0,Unknown gunmen,,,Journalist,,0,0,-99,1,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,Gunmen assassinate a journalist.,Both,0,,CL,14.08333,-87.21667,,
910147,91,147,Honduras,13-Dec-11,13-Dec-11,13,12,2011,13,12,2011,1,2,0,Journalists,,,Government,Journalist assassins,1,0,3,0,1,Tegucigalpa,Tegucigalpa,1,1,1,10,9,,"Security forces use tear gas to break up a demonstration involving some 100 journalists protesting the murder of 17 colleagues in the past two years, and demanding justice from the government.",AFP,0,,CL,14.08333,-87.21667,,
910148,91,148,Honduras,10-Jan-12,10-Jan-12,10,1,2012,10,1,2012,1,9,0,Armed men,,,Farm workers,,0,0,-99,8,0,Regaderos,Regaderos,1,3,3,14,,,"Armed men kill four adults and four children, hacking them with machetes and shooting them at close range.",Both,0,,CL,15.55757,-86.17513,,
910149,91,149,Honduras,10-Mar-12,10-Mar-12,10,3,2012,10,3,2012,1,9,0,Unknown attacker,,,Journalist,,0,0,1,1,0,Saba,Saba,1,3,3,14,,,An unknown attack kills a journalist.,AFP,0,,CL,15.52111,-86.22093,,
910150,91,150,Honduras,26-Mar-12,26-Mar-12,26,3,2012,26,3,2012,1,8,0,Armed assailants,,,Soldiers,,1,0,2,0,0,Aguan River Valley,Aguan River Valley,1,6,6,14,,,Four soldiers are wounded in a confrontation with 30 armed assailants.,AP,0,,CL,15.46667,-86.6,location found in geonames,
910151,91,151,Honduras,29-Mar-12,29-Mar-12,29,3,2012,29,3,2012,1,9,0,Assailants,,,Farm workers,,0,0,-99,4,0,Trujillo,Trujillo,1,3,3,14,,,Four farmworkers are shot to death when they are ambushed by unknown assailants.,AP,0,,CL,15.91168,-85.95345,,
910152,91,152,Honduras,29-Mar-12,31-Mar-12,29,3,2012,31,3,2012,3,4,0,Prison inmates,,,Prison inmate,,0,0,-99,13,0,San Pedro Sula,San Pedro Sula,1,2,2,13,,,"A prison riot occurs.  The fighting starts when an inmate appointed to improve discipline informs some prisoners that they would be transferred.  The inmate is beheaded by his fellows.  Rioting then follows, and a major fire erupts. ",Both,0,,CL,15.5,-88.03333,,
910153,91,153,Honduras,12-Apr-12,12-Apr-12,12,4,2012,12,4,2012,1,9,0,Unknown gunmen,,,Agricultural company employees,,0,0,-99,3,0,Aguan River Valley,Aguan River Valley,1,6,6,14,,,Three employees of the Dinant agricultural firm are killed by unknown gunmen.,AFP,0,,CL,15.46667,-86.6,location found in geonames,
910154,91,154,Honduras,20-Apr-12,20-Apr-12,20,4,2012,20,4,2012,1,2,4,Farming activists,,,Government,,1,0,-99,0,0,San Manuel,San Manuel,1,3,3,12,,,"Farming activists occupy land for which they claim ownership rights under a government reform program.  Police evict the farmers, leading a clash and one injury.",AP,0,,CL,15.33333,-87.91666,,
910155,91,155,Honduras,26-Apr-12,26-Apr-12,26,4,2012,26,4,2012,1,1,0,Farmer's Way,,,Government,,1,0,3,0,1,San Manuel,San Manuel,1,3,3,12,,,Farming activists occupy land they claim they have the rights to under a government reform program.  Police arrive and arrest the activists.,AP,0,,CL,15.33333,-87.91666,,
910156,91,156,Honduras,9-May-12,9-May-12,9,5,2012,9,5,2012,1,9,0,Unknown kidnappers,,,Journalist,,0,0,-99,1,0,Tegucigalpa,Tegucigalpa,1,1,1,14,,,A prominent journalist is kidnapped and murdered.,Both,0,,CL,14.08333,-87.21667,,
910157,91,157,Honduras,11-May-12,11-May-12,11,5,2012,11,5,2012,1,7,0,Security forces,US Drug Enforcement Agency,,Drug runners,Civilians,0,0,-99,4,0,Gracias a Dios department,Gracias a Dios department,1,6,6,13,,,"Security forces and US DEA agents raid a river boat.  During the course of the raid, four people are killed.  Locals claim the dead were innocent fishermen.",Both,0,,CL,15.34181,-84.60605,,
910158,91,158,Honduras,17-May-12,17-May-12,17,5,2012,17,5,2012,1,4,0,Protesters,,,Government,United States,1,0,-99,0,0,Gracias a Dios department,Gracias a Dios department,1,6,6,8,10,,Protesters burn down government offices and demand that US drug agents leave the area.  The protests are a reaction to an anti-drug operation in which it is claimed that drug police and US agents killed four people.,AP,0,,CL,15.34181,-84.60605,,
910159,91,159,Honduras,25-May-12,25-May-12,25,5,2012,25,5,2012,1,2,0,Protesters,,,Killers of journalists,,0,0,4,0,0,Nationwide,Nationwide,1,7,7,9,,,Thousands of people across Honduras protest a wave of journalist killings.,AFP,0,,CL,15,-86.5,,
910160,91,160,Honduras,8-Jul-12,8-Jul-12,8,7,2012,8,7,2012,1,2,0,Unknown assailants,,,Journalist,,0,0,-99,3,0,Villanueva,Villanueva,1,3,3,14,,,A journalist is shot dead with his two cousins.,AFP,0,,CL,15.31667,-88,,
910161,91,161,Honduras,16-Sep-12,16-Sep-12,16,9,2012,16,9,2012,1,9,0,Unknown assailants,,,Victims,,0,0,-99,7,0,El Carmen,El Carmen,1,3,3,14,,,Attackers burst in an apartment and kill 7 people.,AFP,0,,CL,15.52928,-87.96043,,
910162,91,162,Honduras,18-Sep-12,18-Sep-12,18,9,2012,18,9,2012,1,4,0,Landless peasants,,,Corporacion Dinant,,0,0,-99,1,0,Camarones farm,Camarones farm,1,3,3,12,,,"Landless peasants invade a corporate farm, resulting in the death of a guard.",AFP,0,Camarones farm is in the Aguan Valley.,CL,15.46188,-86.61183,Farm in the Aguan River Valley; location estimated,no
910163,91,163,Honduras,23-Sep-12,23-Sep-12,23,9,2012,23,9,2012,1,9,0,Gunmen,,,Human rights activist,,0,0,-99,1,0,Bajo Aguan,Bajo Aguan,1,6,6,14,,,A human rights activist is gunned down.,AP,0,"Bajo Aguan is the lower part of the Aguan River Valley, in northeast Colon and Yoro department.s",CL,15.47962,-86.29961,"Bajo Aguan is the ""Lower Aguan"" river valley, located in the Colon and Yoro departments; location estimated",no
910164,91,164,Honduras,13-Oct-12,13-Oct-12,13,10,2012,13,10,2012,1,9,0,Gunmen,,,Soccer players,,0,0,-99,8,0,Olancho province,Olancho province,1,6,6,14,,,Gunmen attack soccer players.,AP,0,,CL,14.80674,-85.76666,,
910165,91,165,Honduras,13-Oct-12,13-Oct-12,13,10,2012,13,10,2012,1,9,0,Gunmen,,,Soccer players,,0,0,-99,3,0,Olancho province,Olancho province,1,6,6,14,,,Gunmen attack soccer players.,AP,0,,CL,14.80674,-85.76666,,
910166,91,166,Honduras,12/10/2012,12/10/2012,10,12,2012,10,12,2012,1,4,0,Prison inmates,,,Prison warden,,1,0,-99,5,2,San Pedro Sula,San Pedro Sula,1,2,2,14,,,Prisoners riot and attempt to kill the warden.,AFP,0,,CL,15.5,-88.03333,,
910167,91,167,Honduras,1/3/2013,1/3/2013,3,1,2013,3,1,2013,1,2,0,Prisoners,,,Supreme Court,,1,0,4,0,0,Tegucigalpa,Tegucigalpa,1,1,1,10,,,Thousands of protesters surround the Supreme Court building to demand that the justices be removed from their posts for corruption.,AP,0,,CL,14.08333,-87.21667,,
910168,91,168,Honduras,4/23/2013,4/30/2013,23,4,2013,30,4,2013,8,6,2,Police officers,,,Government,,1,0,4,0,0,Tegucigalpa,Tegucigalpa,1,1,1,2,3,,About 1800 police officers strike for higher pay and better working conditions.  They block several streets with their patrol cars.,AP,0,End date is estimated,CL,14.08333,-87.21667,,
910169,91,169,Honduras,6/7/2013,6/7/2013,7,6,2013,7,6,2013,1,2,0,Police officers,,,Government,,1,0,2,0,0,Tegucigalpa,Tegucigalpa,1,1,1,13,,,Police officers demonstrate against required polygraph tests and the suspension of 1400 investigators.,AP,0,,CL,14.08333,-87.21667,,
910170,91,170,Honduras,8/3/2013,8/3/2013,3,8,2013,3,8,2013,1,4,0,Barrio 18 gang,,,Police,,1,0,-99,3,2,Tegucigalpa,Tegucigalpa,1,1,1,14,,,Police clash with a prison gang.,AP,0,,CL,14.08333,-87.21667,,
910171,91,171,Honduras,8/6/2013,8/6/2013,6,8,2013,6,8,2013,1,9,0,Rival drug gangs,,,Rival drug gangs,,0,0,-99,10,0,Gracias a Dios department,Gracias a Dios department,1,6,6,13,,,Drug gangs clash over a cocaine shipment.,AP,0,,CL,15.34181,-84.60605,,
910172,91,172,Honduras,11/26/2013,11/28/2013,26,11,2013,28,11,2013,3,2,0,Leftist students,,,Government,,1,0,3,0,1,Tegucigalpa,Tegucigalpa,1,1,1,1,,,800 people demonstrate in support of a leftist presidential candidate who claims to have won a recent election.  Police respond by beating protesters and using tear gas.,AFP,0,,CL,14.08333,-87.21667,,
910173,91,173,Honduras,12/1/2013,12/1/2013,1,12,2013,1,12,2013,1,1,0,Xiomara Castro,Manuel Zelaya,Leftist supporters,Government,,1,0,4,0,0,Tegucigalpa,Tegucigalpa,1,1,1,1,,,"More than 5000 people led by a leftist presidential candidate and her husband, a former president overthrown by a military coup, march to support an opposition presidential candidate.",Both,0,,CL,14.08333,-87.21667,,
920001,92,1,El Salvador,1-Jan-92,1-Jan-92,1,1,1992,1,1,1992,1,8,0,Unknown bombers,,,Foreign ministry,,1,0,-99,0,0,San Salvador,San Salvador,1,1,1,14,,,Unknown bombers explode a bomb at the foreign ministry mere hours after the announcement of a peace agreement ending the civil war.,AP,0,,CL,13.69294,-89.21819,,
920002,92,2,El Salvador,9-Jan-92,9-Jan-92,9,1,1992,9,1,1992,1,8,0,FMLN,,,Army units,,1,0,-99,12,0,Chalatenango department; San Antonio Los Ranchos; La Laguna,San Antonio Los Ranchos,2,7,8,13,,,Post-civil war insurgency ensues.  FMLN forces attack army units.,Both,0,,CL,14.00618,-88.89467,,
920002,92,2,El Salvador,9-Jan-92,9-Jan-92,9,1,1992,9,1,1992,1,8,0,FMLN,,,Army units,,1,0,-99,12,0,Chalatenango department; San Antonio Los Ranchos; La Laguna,Chalatenango department,1,7,8,13,,,Post-civil war insurgency ensues.  FMLN forces attack army units.,Both,0,,CL,14.13333,-89.01667,,
920002,92,2,El Salvador,9-Jan-92,9-Jan-92,9,1,1992,9,1,1992,1,8,0,FMLN,,,Army units,,1,0,-99,12,0,Chalatenango department; San Antonio Los Ranchos; La Laguna,La Laguna,3,7,8,13,,,Post-civil war insurgency ensues.  FMLN forces attack army units.,Both,0,,CL,14.767,-89.5798,,
920003,92,3,El Salvador,19-May-92,19-May-92,19,5,1992,19,5,1992,1,9,0,Unknown gunmen,,,FMLN personnel,,0,0,-99,1,0,San Salvador,San Salvador,1,1,1,14,,,A security guard for FMLN leaders is shot dead by unknown assailants.  Speculation has it that resurgent death squads are responsible.,AP,0,,CL,13.69294,-89.21819,,
920004,92,4,El Salvador,26-Dec-92,26-Dec-92,26,12,1992,26,12,1992,1,9,0,Unknown gunmen,,,American citizen,,0,0,-99,1,0,San Salvador,San Salvador,1,1,1,14,,,A US citizen is gunned down in San Salvador.,AFP,0,,CL,13.69294,-89.21819,,
920005,92,5,El Salvador,25-Oct-93,25-Oct-93,25,10,1993,25,10,1993,1,9,0,Unknown gunmen,,,FMLN leader,,0,0,-99,1,0,San Salvador,San Salvador,1,1,1,14,,,An FMLN leader is gunned down.,Both,0,,CL,13.69294,-89.21819,,
920006,92,6,El Salvador,1-Nov-93,1-Nov-93,1,11,1993,1,11,1993,1,9,0,Unknown gunmen,,,FMLN leader,,0,0,-99,1,0,San Salvador,San Salvador,1,1,1,14,,,Gunmen assassinate another rebel leader.,Both,0,,CL,13.69294,-89.21819,,
920007,92,7,El Salvador,2-Nov-93,15-Nov-93,2,11,1993,15,11,1993,14,2,0,Anti-war protesters,,,Death squads,,0,0,1,0,0,Chalatenango,Chalatenango,1,2,2,10,9,,"A leftist legislator, a Jesuit priest and two former rebel commanders stage a hunger strike to demand the dismantling of the death squads that have arisen after the civil war.",AFP,0,End date is estimated.,CL,14.03333,-88.93333,,
920008,92,8,El Salvador,3-Nov-93,3-Nov-93,3,11,1993,3,11,1993,1,9,0,Unknown gunmen,,,FMLN leader,,0,0,1,1,0,San Jorge,San Jorge,1,3,3,14,,,Gunmen assassinate a FMLN leader.,AP,0,,CL,13.41544,-88.34457,,
920009,92,9,El Salvador,30-Oct-93,30-Oct-93,30,10,1993,30,10,1993,1,4,0,Prison inmates,,,Prison,,1,0,-99,0,1,San Francisco Gotera prison,San Francisco Gotera prison,1,3,3,13,,,Prison inmates riot.,AP,0,Prison is in eastern Morazan province.,CL,13.7,-88.1,,
920010,92,10,El Salvador,1-Nov-93,1-Nov-93,1,11,1993,1,11,1993,1,4,0,Prison inmates,,,Prison,,1,0,-99,0,1,San Francisco Gotera prison,San Francisco Gotera prison,1,3,3,13,,,Prison inmates riot.,AP,0,Prison is in eastern Morazan province.,CL,13.7,-88.1,,
920011,92,11,El Salvador,3-Nov-93,3-Nov-93,3,11,1993,3,11,1993,1,4,0,Prison inmates,,,Prison,,1,0,-99,0,1,San Francisco Gotera prison,San Francisco Gotera prison,1,3,3,13,,,Prison inmates riot.,AP,0,Prison is in eastern Morazan province.,CL,13.7,-88.1,,
920012,92,12,El Salvador,18-Nov-93,18-Nov-93,18,11,1993,18,11,1993,1,4,0,Transferred prison inmates,,,Prison inmates,,0,0,-99,27,2,San Francisco Gotera prison,San Francisco Gotera prison,1,3,3,13,,,Prison inmates transferred from the capital battle those already there and attempt an escape.  Police fire into the air to put down the violence.,Both,0,Prison is in eastern Morazan province.,CL,13.7,-88.1,,
920013,92,13,El Salvador,28-Dec-93,28-Dec-93,28,12,1993,28,12,1993,1,9,0,Criminal gang,,,Civilians,,0,0,-99,10,0,22 miles southeast of San Salvador,22 miles southeast of San Salvador,1,3,3,12,,,"A gang attacks a civilian home, killing 10 people and robbing the home of 250 dollars.",AP,0,,CL,13.38459,-88.97964,Location corrected,no
920014,92,14,El Salvador,7-Feb-94,7-Feb-94,7,2,1994,7,2,1994,1,9,0,Unknown gunmen,,,ARENA activist,,0,0,-99,1,0,Ciudad Barrios,Ciudad Barrios,1,3,3,1,,,A government party activist is killed in connection to an upcoming election.,AP,0,,CL,13.76667,-88.26667,,
920015,92,15,El Salvador,12-Feb-94,12-Feb-94,12,2,1994,12,2,1994,1,9,0,Unknown gunmen,,,ARENA activist,,0,0,-99,1,0,Cojutepeque,Cojutepeque,1,3,3,1,,,A government party activist is killed in connection to an upcoming election.,AP,0,,CL,13.71667,-88.93333,,
920016,92,16,El Salvador,18-Jan-94,18-Jan-94,18,1,1994,18,1,1994,1,4,0,Transferred prison inmates,,,Prison,Prison inmates,1,0,-99,0,0,Sesuntepeque,Sesuntepeque,1,3,3,13,3,,Prisoners riot to protest the transfer of prisoners from San Francisco Gotera and to demand better living conditions.,AP,0,,CL,13.86667,-88.63333,,
920017,92,17,El Salvador,23-Feb-94,23-Feb-94,23,2,1994,23,2,1994,1,4,0,Transferred prison inmates,,,Prison inmates,,0,0,4,9,2,Santa Ana,Santa Ana,1,2,2,13,,,A riot occurs between newly transferred prisoners and those already in residence.,Both,0,,CL,13.97783,-89.56391,,
920018,92,18,El Salvador,7-Mar-94,7-Mar-94,7,3,1994,7,3,1994,1,4,0,FMLN activists,,,ARENA candidate,,0,0,-99,0,0,Apopa,Apopa,1,2,2,1,,,"FMLN activists throw stones at an ARENA rally, striking a candidate for the legislature in the eye.",AFP,0,Date is estimated.,CL,13.8,-89.18333,,
920019,92,19,El Salvador,12-Mar-94,12-Mar-94,12,3,1994,12,3,1994,1,4,0,FMLN supporters,,,ARENA supporters,,0,0,-99,1,0,San Salvador,San Salvador,1,1,1,1,,,Violence erupts after an ARENA rally.,AFP,0,,CL,13.69294,-89.21819,,
920020,92,20,El Salvador,6-Aug-94,6-Aug-94,6,8,1994,6,8,1994,1,9,0,Armed gang,,,Peasants,,0,0,1,12,0,Nahuilingo,Nahuilingo,1,3,3,3,,,A hand grenade explodes during the robbery of a truck carrying peasants.,AP,0,,CL,13.67086,-89.72861,,
