eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,coder,acd_questionable,latitude,longitude,geo_comments,location_precision
6510290,290,651,Egypt,23-Nov-08,23-Nov-08,1,23,11,2008,23,11,2008,4,0,Residents of Aswan,,,Police,,0,1,4,1,2,Aswan,Aswan,1,2,2,10,,,"Police fire tear gas at some 2,000 rioters as they protest the shooting death of a bird seller who was mistaken for a drug dealer by an anti-drug police squad who had entered the wrong apartment.",1,,JW,0,24.0777,32.917702,,
6510291,291,651,Egypt,26-Nov-08,26-Nov-08,1,26,11,2008,26,11,2008,2,0,University students,,,Israel,Egyptian government,1,0,3,0,1,Cairo,Cairo,1,1,1,8,,,Some 300 students protesting on the Cairo University campus against the blockade of the Gaza Strip are attacked by around 600 baton-wielding riot police who entered the campus despite a court ruling that bars police from university grounds.,0,,JW,0,30.064699,31.2495,,
6510292,292,651,Egypt,15-Dec-08,15-Dec-08,1,15,12,2008,15,12,2008,2,0,Family members and supporters of food riot defendants,,,Egyptian government,,1,0,2,0,0,Tanta,Tanta,1,2,2,10,,,"Dozens of family members and supporters of nearly 50 people on trial for participating in deadly food riots in April 2008 gather outside the Tanta courtroom during the trial, chanting anti-government slogans and condemning the president.",0,,JW,0,30.7833,31,,
6510293,293,651,Egypt,15-Dec-08,15-Dec-08,1,15,12,2008,15,12,2008,2,0,Rickshaw drivers,,,Police,,0,1,3,0,1,Alexandria,Alexandria,1,2,2,13,,,"Around 600 demonstrators, many of them rickshaw owners, protest in Alexandria after a motor rickshaw driver doused himself with fuel and set himself on fire to protest a traffic fine.",0,,JW,0,31.198099,29.919201,,
6510294,294,651,Egypt,27-Dec-08,6-Feb-09,42,27,12,2008,6,2,2009,1,0,Muslim Brotherhood,Egyptian citizens,,Israel,,0,0,6,0,1,Nationwide,Nationwide,1,7,7,8,,,"Over 100,000 protesters gather in a dozen Egyptian cities to denounce the Israeli air strikes in the Gaza Strip that killed some 1,400 Palestinians, including women and children.  Many of the protests were organized by the Muslim Brotherhood.",1,,JW,0,26.4098,30.0268,,
6510295,295,651,Egypt,13-Feb-09,15-Feb-09,3,13,2,2009,15,2,2009,6,0,Truckers,,,Egyptian government,,1,0,4,0,1,Nationwide,Nationwide,1,7,7,2,,,Thousands of drivers of articulated lorries go on strike to protest a law that would ban their vehicles by 2011; police arrest 25 truckers on the third day of the strike.,1,End date is approximate,JW,0,26.4098,30.0268,,
6510296,296,651,Egypt,16-Feb-09,16-Feb-09,1,16,2,2009,16,2,2009,6,0,Pharmacists,,,Egyptian government,,1,0,4,0,0,Nationwide,Nationwide,1,7,7,2,,,"Pharmacists in many of the 45,000 privately owned drugstores across Egypt go on strike to protest efforts by authorities to enforce a new tax law.",0,End date is approximate,JW,0,26.4098,30.0268,,
6510297,297,651,Egypt,22-Feb-09,22-Feb-09,1,22,2,2009,22,2,2009,9,0,Palestinian Islamic Army,,,Foreign tourists,,0,0,-99,1,0,Cairo,Cairo,1,1,1,6,8,,"A bomb explodes, targeting foreign tourists.  A French student is killed.  The suspects are al-Qaeda affiliated.",1,,CL,0,30.064699,31.2495,,
6510298,298,651,Egypt,5-Mar-09,5-Mar-09,1,5,3,2009,5,3,2009,4,0,Muslims,Coptic Christians,,Coptic Christians,Muslims,0,0,-99,1,0,Damass,Damass,1,3,3,6,,,Violent clashes erupt between Muslims and Coptic Christians in the village of Damass after a Muslim man kills a Coptic Christian man whose son had allegedly sexually harassed a Muslim woman.,0,,JW,0,30.809999,31.33,,
6510299,299,651,Egypt,9-Mar-09,9-Mar-09,1,9,3,2009,9,3,2009,4,0,Egyptian army cadets,,,Police,,0,1,2,0,1,Cairo,Cairo,1,1,1,10,,,"A group of Egyptian army cadets storm a police station in the industrial Cairo suburb of Helwan, injuring at least five policemen.  The attack came after the local police chief in Helwan arrested one of the cadets the night before for loitering",0,"Not sure exactly how many people were involved in the incident, but it was likely less than 100 (so I coded Npart as 2).",JW,0,30.064699,31.2495,,
6510300,300,651,Egypt,11-Mar-09,11-Mar-09,1,11,3,2009,11,3,2009,2,0,Family members of ferry accident victims,,,Owner of ferry,,0,0,3,0,0,Safaga,Safaga,1,3,3,13,,,"Hundreds of family members of victims of a 2006 ferry accident that killed over 1,000 people gather outside the courtroom to hear the verdict in the appeals trial of the wealthy owner of the ferry.",0,,JW,0,26.733299,33.9333,,
6510301,301,651,Egypt,28-Mar-09,1-Apr-09,5,28,3,2009,1,4,2009,4,0,Muslim villagers,,,Baha'i villagers,,0,0,2,0,0,Shouraniya,Shouraniya,1,3,3,6,,,"Dozens of Muslim villagers attack the homes of members of the Baha'i religion in the village of Shouraniya in southern Egypt, hurling firebombs and denouncing them as enemies of God.",1,,JW,0,27.368,31.087,,no
6510302,302,651,Egypt,2-Apr-09,6-Apr-09,5,2,4,2009,6,4,2009,1,0,Muslim Brotherhood,University students,Other opposition groups,Egyptian government,,1,0,3,0,1,Nationwide,Nationwide,1,7,7,10,2,,Members of the Muslim Brotherhood call for a nationwide strike to take place on April 6 to demand democratic and economic reforms.,1,,JW,0,26.4098,30.0268,,
6510303,303,651,Egypt,3-May-09,3-May-09,1,3,5,2009,3,5,2009,4,0,Pig farmers,,,Egyptian government,,1,0,3,0,1,Cairo,Cairo,1,1,1,12,,,"Egyptian police and armored cars charge into a crowd of around 1,000 irate pig farmers armed with stones and bottles, leaving 12 people injured.",1,,JW,0,30.064699,31.2495,,
6510304,304,651,Egypt,11-May-09,11-May-09,1,11,5,2009,11,5,2009,9,0,Unknown bombers,,,Christians,,0,0,-99,0,0,Cairo,Cairo,1,1,1,6,,,A small bomb explodes near a church.,1,,CL,0,30.064699,31.2495,,
6510305,305,651,Egypt,20-May-09,20-May-09,1,20,5,2009,20,5,2009,2,0,European aid workers,,,Egyptian government,,1,0,1,0,0,Rafah border crossing,Rafah border crossing,1,3,3,8,,,Nine European humanitarian aid workers go on hunger strike to protest Egypt's decision not to let them into the Gaza Strip.,0,End date is approximate,JW,0,31.2878,34.2369,,
6510306,306,651,Egypt,1-Jun-09,30-Jun-09,30,1,6,2009,30,6,2009,4,0,Muslim villagers,,,Coptic Christian villagers,,0,0,2,0,1,Village south of Cairo,Village south of Cairo,1,6,6,6,,,Eighteen people are wounded and 35 arrested when clashes break out between Muslims and Christians in a village south of Cairo after a Coptic priest celebrated mass at his home.,0,Dates are an estimate.  Npart is an estimate.,JW,0,29.856001,31.2379,,no
6510307,307,651,Egypt,1-Jul-09,1-Jul-09,1,1,7,2009,1,7,2009,4,0,Coptic Christians,Muslims,,Muslims,Coptic Christians,0,0,2,1,1,Mansoura,Mansoura,1,2,2,6,,,A verbal exchange between a Muslim teenager and a Coptic Christian street vendor leads to the death of the Muslim teenager after a group of Coptic youths joins in the quarrel.,0,,JW,0,31.0431,31.376699,,
6510308,308,651,Egypt,6-Jul-09,8-Jul-09,3,6,7,2009,8,7,2009,2,0,Muslims,,,Germany,Western countries,0,0,4,0,0,"Alexandria, Cairo",Alexandria,1,4,4,6,8,,"Thousands of angry mourners attend the funeral in Alexandria of a pregnant Egyptian woman who was stabbed to death in a courtroom in Dresden, Germany.",1,,JW,0,31.198099,29.919201,,
6510308,308,651,Egypt,6-Jul-09,8-Jul-09,3,6,7,2009,8,7,2009,2,0,Muslims,,,Germany,Western countries,0,0,4,0,0,"Alexandria, Cairo",Cairo,2,4,4,6,8,,"Thousands of angry mourners attend the funeral in Alexandria of a pregnant Egyptian woman who was stabbed to death in a courtroom in Dresden, Germany.",1,,JW,0,30.064699,31.2495,,
6510309,309,651,Egypt,15-Jul-09,15-Jul-09,1,15,7,2009,15,7,2009,4,0,Quarry workers,,,Governor of Minya,Police,0,1,4,0,1,Minya,Minya,1,2,2,2,,,policemen were injured at seven protesters suffered from tear-gas inhalation; at least,0,,JW,0,29.743099,31.3011,,
6510310,310,651,Egypt,24-Jul-09,24-Jul-09,1,24,7,2009,24,7,2009,4,0,Muslim villagers,,,Coptic Christian villagers,,0,0,3,0,1,Hawasliya,Hawasliya,1,3,3,6,,,"Some 500 Muslims in the village of Hawasliya, near the southern town of Minya, trying to set fire to the home of a Coptic Christian after he announced plans to turn his house into a church.",0,,JW,0,28.013201,30.480801,,
6510311,311,651,Egypt,27-Aug-09,27-Aug-09,1,27,8,2009,27,8,2009,2,0,Residents of Ezba,,,Local government officials,Baha'is,0,1,2,0,1,Ezba,Ezba,1,3,3,6,,,Several dozen residents of the village of Ezba in the southern province of Sohag gather outside the Ezba municipal office to protest the suspected resettlement in Ezba of Baha'is who were forced to leave their homes in Shouraniya.,0,,JW,0,31.2467,30.950001,,
6510312,312,651,Egypt,18-Oct-09,24-Oct-09,7,18,10,2009,24,10,2009,4,0,Coptic Christians,Muslims,,Muslims,Coptic Christians,0,0,-99,1,1,"Attaleen, Dairut",Attaleen,1,5,5,6,,,A Coptic Christian man is shot dead in his car in the village of Attaleen in southern Egypt over rumors that his son had taken intimate pictures of a Muslim girl the son had had an affair with and distributed the pictures by mobile phone and CD,0,,JW,0,27.200001,31.1,assigned to Asyut province,no
6510312,312,651,Egypt,18-Oct-09,24-Oct-09,7,18,10,2009,24,10,2009,4,0,Coptic Christians,Muslims,,Muslims,Coptic Christians,0,0,-99,1,1,"Attaleen, Dairut",Dairut,2,5,5,6,,,A Coptic Christian man is shot dead in his car in the village of Attaleen in southern Egypt over rumors that his son had taken intimate pictures of a Muslim girl the son had had an affair with and distributed the pictures by mobile phone and CD,0,,JW,0,27.5553,30.807501,,
6510313,313,651,Egypt,29-Oct-09,29-Oct-09,1,29,10,2009,29,10,2009,2,0,African migrants,,,Embassies of Ethiopia and Eritrea,,0,0,2,0,0,El-Arish,El-Arish,1,2,2,8,10,,Twenty-five African migrants in a detention center for trying to enter Israel illegally launch a hunger strike to protest what they consider delays.,0,,JW,0,31.131901,33.8032,,
6510314,314,651,Egypt,12-Nov-09,23-Nov-09,12,12,11,2009,23,11,2009,4,0,Egyptian soccer fans,,,Algerian national soccer team players,,0,0,-99,0,1,Cairo,Cairo,1,1,1,13,,,Four players for the Algerian national soccer team injured and one hospitalized when their bus is attacked by Egyptian soccer fans upon arrival in Cairo for a hotly contested World Cup qualifier.,1,,JW,0,30.064699,31.2495,,
6510315,315,651,Egypt,20-Nov-09,20-Nov-09,1,20,11,2009,20,11,2009,4,0,Bedouins,,,Police,,0,1,-99,1,2,Balouzah,Balouzah,1,3,3,5,,,"A shootout between Egyptian police and angry Bedouins protesting the recent arrests of 12 fellow tribesmen, some on charges of smuggling and drug trafficking, leaves one Bedouin dead and four men wounded, including one police officer.",0,,JW,0,30.313,32.801102,"about 200 west of the Israel border, in Sinai",no
6510316,316,651,Egypt,21-Nov-09,21-Nov-09,1,21,11,2009,21,11,2009,4,0,Muslim villagers,,,Coptic Christians,Police,0,1,3,0,1,Farshut,Farshut,1,3,3,6,,,Hundreds of Muslim rioters in the town of Farshut in southern Egypt burn Coptic Christian-owned shops and attack a police station where they believed a Christian man accused of raping a Muslim girl was being held.,0,,JW,0,26.057199,32.160099,,
6510317,317,651,Egypt,27-Dec-09,30-Dec-09,4,27,12,2009,30,12,2009,2,0,French activists,U.S. and other foreign activists,Peace-activist grandmothers,French embassy,Egyptian government,1,0,3,0,0,Cairo,Cairo,1,1,1,8,,,About 300 French protesters camp in front of the French embassy in Cairo to protest a ban on them from travelling from Egypt to Gaza for a pro-Palestinian protest march.,1,,JW,0,30.064699,31.2495,,
6510318,318,651,Egypt,5-Jan-10,5-Jan-10,1,5,1,2010,5,1,2010,4,0,Activists,,,Police,,1,0,3,0,1,El-Arish,El-Arish,1,2,2,12,,,"Activists block entrances to an Egyptian port, protesting its decision to ship goods through Israel.",1,,ES,0,31.131901,33.8032,,
6510319,319,651,Egypt,6-Jan-10,6-Jan-10,1,6,1,2010,6,1,2010,4,0,Muslims,,,Christians,,0,0,-99,7,1,Nagaa Hammadi,Nagaa Hammadi,1,2,2,6,,,Muslims open fire into a crowd of Christians in retaliation for the rape of a Muslim girl the preceding year.,1,,ES,0,26.051399,32.241699,,
6510320,320,651,Egypt,6-Jan-10,6-Jan-10,1,6,1,2010,6,1,2010,1,4,Hamas loyalists,,,Egyptian guards,,1,0,-99,1,1,Rafah border,Rafah border,1,3,3,8,,,"Protestors clash with police during an anti-wall building rally, killing one Egyptian guard.",1,,ES,0,31.2936,34.238201,,no
6510321,321,651,Egypt,7-Jan-10,8-Jan-10,2,7,1,2010,8,1,2010,4,0,Christians,,,Police,,1,0,-99,0,1,Nagaa Hammadi,Nagaa Hammadi,1,2,2,9,,,"Christians attack police cars during the funeral, claiming prejudice.",1,,ES,0,26.051399,32.241699,,
6510322,322,651,Egypt,8-Jan-10,8-Jan-10,1,8,1,2010,8,1,2010,4,0,Muslims,,,Christians,,0,0,-99,0,0,Nagaa Hammadi,Nagaa Hammadi,1,2,2,6,,,Muslims torch houses and shops belonging to Coptic Christians.,0,,ES,0,26.051399,32.241699,,
6510323,323,651,Egypt,9-Jan-10,9-Jan-10,1,9,1,2010,9,1,2010,2,0,Citizens,,,Government,,1,0,3,0,0,Cairo,Cairo,1,1,1,6,,,"Citizens protest sectarian clashes, demanding security for all Egyptians.",0,,ES,0,30.064699,31.2495,,
6510324,324,651,Egypt,15-Jan-10,15-Jan-10,1,15,1,2010,15,1,2010,2,0,Activists,,,Government,,1,0,2,0,1,Nagaa Hammadi,Nagaa Hammadi,1,2,2,6,,,Activists arrive to demonstrate support of victims of Coptic Christmas Eve shooting despite being banned by police.,1,,ES,0,26.051399,32.241699,,
6510325,325,651,Egypt,20-Jan-10,20-Jan-10,1,20,1,2010,20,1,2010,2,0,Flood victims,,,Government,,1,0,3,0,1,Sharm el-Sheikh,Sharm el-Sheikh,1,2,2,4,12,,Flood victims protest lack of government aid and are violently dispersed by police.,0,,ES,0,27.8598,34.282398,,
6510326,326,651,Egypt,3-Feb-10,3-Feb-10,1,3,2,2010,3,2,2010,2,0,Muslims and Christians,,,Government,,1,0,-99,0,0,Cairo,Cairo,1,1,1,6,,,Muslims and Christians protest lack of rights to build churches and against sectarian strains in the country.,1,,ES,0,30.064699,31.2495,,
6510327,327,651,Egypt,19-Feb-10,19-Feb-10,1,19,2,2010,19,2,2010,2,0,Opposition supporters,,,Government,,1,0,3,0,1,Cairo,Cairo,1,1,1,10,,,Opposition supporters hold an illegal rally welcoming the opposition candidate back to the country.,1,,ES,0,30.064699,31.2495,,
6510328,328,651,Egypt,21-Feb-10,21-Feb-10,1,21,2,2010,21,2,2010,4,0,Islamist,,,Synagogue,,0,0,1,0,0,Cairo,Cairo,1,1,1,6,,,An Islamic extremist throws a suitcase with a makeshift bomb into Cairo's main synagogue.,0,,ES,0,30.064699,31.2495,,
6510329,329,651,Egypt,4-Mar-10,4-Mar-10,1,4,3,2010,4,3,2010,1,0,ElBaradei,,,Government,,1,0,-99,0,1,Fayoum,Fayoum,1,6,6,10,,,Opposition supporter is detained and severely beaten by police after organizing a demonstration.,1,,ES,0,29.18,30.299999,,no
6510330,330,651,Egypt,7-Mar-10,7-Mar-10,1,7,3,2010,7,3,2010,2,0,Women,,,Government,,1,0,-99,0,0,Cairo,Cairo,1,1,1,10,,,Women protest decision by the State Council to ban the appointment of female judges.,0,,ES,0,30.064699,31.2495,,
6510331,331,651,Egypt,12-Mar-10,12-Mar-10,1,12,3,2010,12,3,2010,1,0,Muslim Brotherhood,,,Israel,,0,0,2,0,1,Cairo,Cairo,1,1,1,8,,,Muslim Brotherhood members protest Israeli plans to build Jewish settlements.,0,,ES,0,30.064699,31.2495,,
6510332,332,651,Egypt,13-Mar-10,13-Mar-10,1,13,3,2010,13,3,2010,4,0,Muslims,,,Coptic Christians,,0,0,-99,0,1,Marsa-Matruh,Marsa-Matruh,1,2,2,6,,,Muslims attack a community center and several homes owned by Christians.,1,,ES,0,31.210899,27.1443,,
6510333,333,651,Egypt,13-Mar-10,13-Mar-10,1,13,3,2010,13,3,2010,1,0,ElBaradei supporter,,,Government,,1,0,1,0,0,Cairo,Cairo,1,1,1,10,,,An ElBaradei supporter goes on a hunger strike demanding the men who tortured him be arrested.,0,,ES,0,30.064699,31.2495,,
6510334,334,651,Egypt,15-Mar-10,16-Mar-10,2,15,3,2010,16,3,2010,1,0,Muslim Brotherhood,,,Israel,,0,0,3,0,1,Nationwide,Nationwide,1,7,7,8,6,,Muslims protest nationwide against Israeli planst to build Jewish settlements.,0,,ES,0,26.4098,30.0268,,
6510335,335,651,Egypt,1-Apr-10,4-May-10,34,1,4,2010,4,5,2010,2,0,Civil servants,,,Government,,1,0,2,0,0,Cairo,Cairo,1,1,1,2,3,,Civil servants camp out in front of parliament to demand better working conditions.,0,,ES,0,30.064699,31.2495,,
6510336,336,651,Egypt,6-Apr-10,6-Apr-10,1,6,4,2010,6,4,2010,2,0,Citizens,,,Government,,1,0,2,0,1,Cairo,Cairo,1,1,1,10,,,Citizens demand constitutional reforms and fair elections.,1,,ES,0,30.064699,31.2495,,
6510337,337,651,Egypt,11-Apr-10,11-Apr-10,1,11,4,2010,11,4,2010,2,0,Women,,,Kuwait government,,0,0,2,0,1,Cairo,Cairo,1,1,1,8,5,,Women protest outside Kuwait embassy after many Egyptians are detained and deported.,0,,ES,0,30.064699,31.2495,,
6510338,338,651,Egypt,13-Apr-10,13-Apr-10,1,13,4,2010,13,4,2010,2,0,Citizens,,,Government,,1,0,2,0,1,Cairo,Cairo,1,1,1,10,,,Citizens protest police brutality and demand constitutional reform.,1,,ES,0,30.064699,31.2495,,
6510339,339,651,Egypt,19-Apr-10,19-Apr-10,1,19,4,2010,19,4,2010,4,0,Coptic Christians,,,Police,,1,0,3,0,1,Bani Suef,Bani Suef,1,3,3,6,,,Coptic Christians attack police after a Muslim attempted to convert a Christian.,0,,ES,0,29.0427,31.055201,,
6510340,340,651,Egypt,20-Apr-10,20-Apr-10,1,20,4,2010,20,4,2010,2,0,Citizens,,,Government,,1,0,2,0,1,Cairo,Cairo,1,1,1,10,,,Citizens protest over parliament demands to fire on protesters.,1,,ES,0,30.064699,31.2495,,
6510341,341,651,Egypt,3-May-10,3-May-10,1,3,5,2010,3,5,2010,2,0,Citizens,,,Government,,1,0,3,0,1,Cairo,Cairo,1,1,1,10,,,Citizens demand government reform.,1,,ES,0,30.064699,31.2495,,
6510342,342,651,Egypt,11-May-10,11-May-10,1,11,5,2010,11,5,2010,2,0,Opposition supporters,,,Government,,1,0,3,0,0,Cairo,Cairo,1,1,1,10,,,Opposition supporters protest the extension of the emergency law.,0,,ES,0,30.064699,31.2495,,
6510343,343,651,Egypt,31-May-10,31-May-10,1,31,5,2010,31,5,2010,2,0,Farmers,,,Government,,1,0,-99,0,0,Northern Daqhaliya,Northern Daqhaliya,1,6,6,3,12,,Farmers protest lack of water available for drinking and irrigation.,0,,ES,0,31.314899,31.3715,,no
